Molecule ChEMBL ID,Molecule Name,Smiles
CHEMBL2178600,,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cn2)CC1
CHEMBL41531,,Clc1ccc2c(c1)N(N1CCC1)c1ccccc1S2
CHEMBL161757,,NC1=NC(c2cccc(Oc3cc(Cl)cc(Cl)c3)c2)N(c2cccc(Cl)c2)C(N)=N1
CHEMBL81995,,Nc1nc(N)c2nc(CN3c4ccccc4C=Cc4cc(O)ccc43)cnc2n1
CHEMBL2326943,,O=C(CCCSc1ncnc2sc(-c3ccccc3)cc12)N1CCOCC1
CHEMBL433390,,COc1ccc(C2CC3=Nc4ccc(Cl)cc4SC3=C(O)C2)cc1
CHEMBL91474,,CC(C)CN(CCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1)C(=O)C(N)C(=O)NO
CHEMBL1300494,,CCOc1ccc(/C=C/C2=Cc3c(sc(NC(=O)CSc4n[nH]c(N)n4)c3C#N)C(C)(C)C2)cc1
CHEMBL1391193,,COc1cc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)ccc1O
CHEMBL223453,,O=c1cc(-c2ccccc2Cl)oc2c(NS(=O)(=O)c3cc(Cl)cc(Cl)c3O)ccc(O)c12
CHEMBL1407306,,CCCN(C(=O)c1cc2c(s1)CCC2)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
CHEMBL1407495,,O=C(NCc1ccco1)C1CCCN(S(=O)(=O)c2cccc3nonc23)C1
CHEMBL2170108,,O=C(O)COc1ccc(/C=N/n2c(COc3ccccc3)nc3ccccc3c2=O)cc1
CHEMBL1588236,,O=C(COc1ccccc1/C=C\c1nc(O)c([N+](=O)[O-])c(O)n1)Nc1ccccc1
CHEMBL1484144,,CCOc1ccc(N2C(=O)/C(=C\NNc3nnc(C)c(O)n3)c3ccccc3C2=O)cc1
CHEMBL1523577,,Cc1ccc(N2C(=O)/C(=C\Nc3ccccc3-c3nnc(S)nc3O)c3ccccc3C2=O)c(C)c1
CHEMBL1366195,,CCCCN(CCCC)Cc1c(O)ccc2c3c(c(=O)oc12)CCC3
CHEMBL1366474,,Cc1ccc(-c2csc3ncnc(SCc4ccc(C(=O)O)cc4)c23)cc1
CHEMBL1405985,,O=C(CSc1ccccc1NS(=O)(=O)c1ccccc1F)Nc1nnc(C(F)(F)F)s1
CHEMBL1406204,,CS(=O)(=O)c1sc2nc(-c3cccs3)cc(-c3ccccc3)c2c1N
CHEMBL1468593,,Oc1nc2ccc(Cl)cc2c(-c2ccccc2)c1CN1CCOCC1
CHEMBL3198820,,O=C(Cc1ccc(F)cc1)N/N=C/c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1
CHEMBL3190678,,Cc1nnc(O)nc1N/N=C/c1cccs1
CHEMBL152955,,CN1CCN(CCCNC(=O)CCCC2=C(CCCC(=O)NCCCN3CCN(C)CC3)C(=O)c3c(O)cccc3C2=O)CC1
CHEMBL117750,,COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1OC
CHEMBL4571367,,NC(=S)NNc1ncnc2c1cnn2-c1ccccc1
CHEMBL1601716,,Cc1ccc(C)c(-n2sc3ccc(F)cc3c2=O)c1
CHEMBL418502,,Nc1nc(O)c2c(CNc3cc(Cl)ccc3Cl)c[nH]c2n1
CHEMBL1734268,,O=C1C=CC(=O)N1c1ccc2c(c1)C(NC(=O)C(F)(F)F)c1ccccc1-2
CHEMBL61356,,CCCc1cc(Cc2cnc(N)nc2N)cc2c1OC(C)C2
CHEMBL1422971,,O=C(CNC(=O)c1cccs1)NCC(=O)OCC(=O)c1ccc([N+](=O)[O-])cc1
CHEMBL135536,,CC1=C(CCCCCC(=O)O)C(=O)c2c(O)cccc2C1=O
CHEMBL120994,,Nc1nc(N)c2c(n1)CCC(CNc1ccc(Cl)c(Cl)c1)C2
CHEMBL1699039,,O=c1c2cc(F)ccc2sn1-c1ccccc1Cl
CHEMBL1419121,,O=C(CNC(=O)c1ccco1)OCC(=O)c1ccc([N+](=O)[O-])cc1
CHEMBL1301069,,Cc1ccccc1NC(=O)CSc1nc(O)cc(C)c1C#N
CHEMBL1420929,,Cc1ccc(-c2n[nH]c3c2C(C)C(C#N)=C(N)O3)cc1
CHEMBL1301428,,Cc1ccc(-n2c(C)cc(C(=O)COC(=O)c3cccnc3O)c2C)cc1
CHEMBL1517921,,N#Cc1ccsc1NC(=O)CSc1nc[nH]n1
CHEMBL1301728,,CC(C)C(=O)Nc1nnc(SCC(=O)Nc2ccc3c(c2)OCCO3)s1
CHEMBL1595880,,O=C(c1cnn(C(=O)c2ccccc2)c1)c1ccccc1O
CHEMBL1439918,,Cc1cccc(C)c1Nc1nnc(SC(C)C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)s1
CHEMBL3193530,,Cc1ccc(/C=N/Nc2ccc(C(=O)O)cc2)s1.O=S(=O)(O)O
CHEMBL2170933,,CCN1CCCC1CNC(=O)c1ccc2c(c1)NC(=O)/C(=C/c1ccccc1C)S2
CHEMBL2177853,,Cc1cc(O)n2nc(SCc3ccc(Br)cc3)nc2n1
CHEMBL1793944,,CCC(CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O)SC(C)=O
CHEMBL2171227,,Cc1c(/C=C/c2ccccc2)oc2cccc(OC3CCNCC3)c12
CHEMBL2348799,,COc1cccc(O[C@@H](C)C(=O)Nc2ccc3oc(-c4ccncc4)nc3c2)c1OC
CHEMBL1793815,,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2CC(=O)[C@H]([C@@H](C)CC)/N=C(\S)[C@H](Cc2cn(OC)c3ccccc23)N=C1S
CHEMBL610181,,COc1ccccc1/C(C)=C/c1coc2nc(N)nc(N)c12
CHEMBL1572324,,CC(C)c1nnc(NC(=O)c2cc3ccccc3o2)s1
CHEMBL6899,,COc1cc(CN2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC
CHEMBL1689611,,CC(C)CCNC(=O)[C@H](CCc1ccccc1)NC=C1C(=O)Nc2c(Cl)cccc21
CHEMBL90820,,COc1ccc2nc3cc(Cl)ccc3c(NCCCNS(=O)(=O)c3ccc4ccccc4c3)c2c1
CHEMBL1651446,,O=C(CCl)N1c2ccccc2Sc2ccccc21
CHEMBL2041119,,O=C1C(O)=C(N2CCN(c3ccccc3)CC2)C(=O)c2ccccc21
CHEMBL62718,,CC(C)/C=C/C1=C(O)C(=O)c2ccccc2C1=O
CHEMBL2178616,,C/C(=N\O)c1cccc(C(C)(C)NC(=O)Nc2ccc(Cl)c([N+](=O)[O-])c2)c1
CHEMBL3764837,,Nc1nc2cc(-c3ccccc3)ccc2c(=O)n1C[C@@H]1CC[C@@H](c2ccccc2)O1
CHEMBL1401342,,Oc1ccc(C2C[C@H]3CC[C@@H]2C3)cc1O
CHEMBL92805,,O=S1(=O)C2=C(O)CC(c3ccccc3)CC2=Nc2ccc(Cl)cc21
CHEMBL4543535,,CCCCCc1ccc(C(=O)N(Cc2ccc(Nc3cc(C)nc4ccccc34)cc2)C2CCN(CCC(C)C)CC2)cc1
CHEMBL1490017,,CCOc1ccc(-c2nc(-c3cccnc3)no2)cc1
CHEMBL1583879,,COc1ccc2c(c1OC)C(=O)OC2Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1
CHEMBL3764748,,NCC(O)CNc1ccc([N+](=O)[O-])cc1Cl
CHEMBL3431254,,CN(CCOc1ccc(Cl)cc1)Cc1nc(N)nc(N(C)C)n1
CHEMBL4855020,,NCCCc1cn(-c2ccc(-c3nc(CCc4ccccc4)cs3)c(OCCN3CCNC3=O)c2)nn1.O=C(O)C(F)(F)F
CHEMBL4864033,,CC(C)Oc1csc(-c2ccc(-n3cc(CCCCN)nn3)cc2OCCN2CCNC2=O)n1.O=C(O)C(F)(F)F
CHEMBL4859330,,NCCCCc1cn(-c2ccc(-c3nc(-c4ccc5c(c4)OCC5)cs3)c(OCCN3CCNC3=O)c2)nn1.O=C(O)C(F)(F)F
CHEMBL1542823,,CCc1cc(-c2[nH]nc(C)c2-c2nc3ccccc3n2C)c(O)cc1O
CHEMBL3195749,,COC(=O)c1ccccc1NC1=C/C(=N\S(=O)(=O)c2cccs2)c2ccccc2C1=O
CHEMBL1319596,,O=C(Cc1ccccc1)NCC(=O)OCC(=O)c1ccc([N+](=O)[O-])cc1
CHEMBL1427539,,CCOC(=O)c1c2ccc(OCC(=O)NN)cc2n2ccccc12
CHEMBL1704186,,CCN1CCCC1CNC(=O)c1ccc2c(c1)NC(=O)/C(=C\c1ccccc1F)S2
CHEMBL3192578,,CCn1c2ccccc2c2cc(/C=N/n3cnnc3S)ccc21
CHEMBL4436588,,O=C(NCc1ccccc1)c1nsnc1O
CHEMBL4514989,,Cn1nc(O)c(C(=O)O)c1CNc1ccccc1
CHEMBL80123,,Nc1nc(N)c2cc(/C=C/C(=O)Oc3ccccc3)ccc2n1
CHEMBL4546797,,COCCNC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1
CHEMBL4449824,,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1
CHEMBL3600464,,COc1cc2c(cc1OC)CC(CC1CCN(CCCNc3c4c(nc5cc(Cl)ccc35)CC3C=C(C)CC4C3)CC1)C2
CHEMBL152422,,CC1=C(CCCCC(=O)NCCCCNCCCNC(=O)CCCCC2=C(C)C(=O)c3cccc(O)c3C2=O)C(=O)c2c(O)cccc2C1=O
CHEMBL3628934,,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncsc3c2)C(C)C)nn1
CHEMBL3431236,,O=C(c1cccc(Cl)c1Cl)N1CCn2c1nc(-c1ccncc1)cc2=O
CHEMBL3322286,,COC(=O)c1c(C(=O)N2CC(=O)N3CCc4ccccc4C3C2)no[n+]1[O-]
CHEMBL3800615,,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccc(Cl)cc2)c1
CHEMBL451059,,Cc1ccc(S(=O)(=O)c2cc(O)c3cc4ccccc4cc3c2O)cc1
CHEMBL1719965,,O=C1Nc2cc(C(=O)NCCCN3CCCC3)ccc2S/C1=C/c1cccc(Cl)c1
CHEMBL3771306,,CCOc1ccc2cc(-c3nn(C(C)(C)C)c(N)c3C(N)=O)ccc2n1
CHEMBL3769990,,CC(C)(C)n1nc(-c2ccc3nc(OC4CCC4)ccc3c2)c(C(N)=O)c1N
CHEMBL2426553,,O=c1oc2cc(O)cc(O)c2cc1Oc1ccc(Cl)cc1O
CHEMBL3797939,,O=C(NO)c1ccc(Cl)c(NC(=O)c2cccc(OCc3ccccc3)c2)c1
CHEMBL357973,,COc1cc(CN2CCc3nc4nc(N)nc(N)c4cc3C2)cc(OC)c1
CHEMBL582547,,Cc1cc(N(C)C)nc(Nc2ccc(NC(=O)Nc3ccccc3)cc2)n1
CHEMBL566706,,O=C(CSc1nnc(-c2ccccc2)o1)N1CCN(c2ccccc2)CC1
CHEMBL524810,,N#Cc1nc(NCc2cccc(-c3cccnc3)c2)c2ncn(CCCO)c2n1
CHEMBL496404,,COC(=O)c1cccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)c1
CHEMBL2178654,,C=C(C)c1cccc(C(C)(C)NC(=O)Nc2ccc(Cl)c(C(N)=O)c2)c1
CHEMBL395873,,O=C(Nc1ccc(F)cc1)c1cc(I)cc(I)c1O
CHEMBL2348629,,C[C@H](Oc1cccc(Cl)c1Cl)C(=O)Nc1cc(Cl)c2oc(-c3ccncc3)nc2c1
CHEMBL2348805,,CC(Oc1ccc(Cl)c2ccccc12)C(=O)Nc1ccc2oc(-c3cncs3)nc2c1
CHEMBL2348635,,C[C@@H](C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1)c1ccccc1
CHEMBL2348628,,C[C@H](Oc1cccc(Cl)c1Cl)C(=O)Nc1ccc2nc(-c3cncs3)oc2c1
CHEMBL2348802,,CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc2oc(-c3ccccn3)nc2c1
CHEMBL254412,,N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCCO)c2n1
CHEMBL227647,,CCCCCCOc1ccc(/C=C2\SC(=S)N(CCCCCC(=O)O)C2=O)cc1OC
CHEMBL6966,VERAPAMIL,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
CHEMBL2006254,,CCOc1cc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)ccc1OS(=O)(=O)c1ccc(C)cc1
CHEMBL375310,,CCCCCc1ccc(C(=O)N(CCN(CCCC)CCCC)Cc2ccc(N(C)c3ccccc3)cc2)cc1
CHEMBL220331,,CCCCCc1ccc(C(=O)N(CCN(CCCC)CCCC)Cc2ccc(-c3cccnc3)nc2)cc1
CHEMBL221151,,CCCCCc1ccc(C(=O)N(CCN(CCCC)CCCC)Cc2ccc(-c3cccnc3)cc2)cc1
CHEMBL220311,,CC(C)CC(C(=O)NO)C(=O)NCCCCc1ccccc1
CHEMBL550408,,COc1ccc(C(Sc2ccccc2)c2cccnc2)cc1
CHEMBL1610263,,CCc1ccc(C(=O)Nc2ccc3nc(C)ccc3c2)cc1
CHEMBL2348804,,C[C@H](Oc1cccc2ccccc12)C(=O)Nc1ccc2oc(-c3cncs3)nc2c1
CHEMBL561885,,COc1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)c2cccc(OC)c2)c1
CHEMBL381929,,Fc1ccc(-c2[nH]c(CN3CCCCC3)cc2-c2ccncc2)cc1
CHEMBL389929,,OC[C@H]1O[C@@H](n2cnc3c(NCc4ccc(Cl)cc4Cl)ncnc32)[C@H](O)[C@@H]1O
CHEMBL3410574,,CC(=O)c1sc(Nc2ccc(Cl)c(C(F)(F)F)c2)nc1C
CHEMBL198886,,Oc1cc(Cl)ccc1Oc1ccc(-c2nn[nH]n2)cc1Cl
CHEMBL2098276,,COc1ccc(C(=O)[C@H]2C[C@@H]2CN(Cc2ccccn2)Cc2ccccn2)cc1
CHEMBL522900,,CC(C)(C)NCc1ccn2c(-c3ccnc(N)n3)c(-c3ccc(F)cc3)nc2c1
CHEMBL2431519,,Cc1ccc(NC2=CC(=O)CS2)cc1C
CHEMBL1723064,,O=C(CCn1sc2ccccc2c1=O)Nc1ccccc1
CHEMBL1714104,,CC(C)(C)c1ccc(C(=O)Nc2cc(Cl)c(Cl)cc2C(=O)O)cc1
CHEMBL2315283,,Cn1nc(CC(=O)Nc2ccc3oc4c(c3c2)CCCC4)c2ccccc2c1=O
CHEMBL2314991,,Cn1nc(CC(=O)Nc2ccc(Br)c(Cl)c2)c2ccccc2c1=O
CHEMBL477150,,CC(C)c1c(Sc2ccc3ccccc3c2)[nH]c2nc(N)nc(N)c12
CHEMBL476745,,CCCc1c(Sc2ccc(OC)c(OC)c2)[nH]c2nc(N)nc(N)c12
CHEMBL497188,,CC(C)CN1CCC(c2ccn3c(-c4ccnc(N)n4)c(-c4ccc(F)cc4)nc3c2)CC1
CHEMBL262063,,C=C1[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H](O)[C@H]1CO
CHEMBL488829,,O=C[C@H](CCc1ccccc1)n1cccc(NC(=O)OCc2ccccc2)c1=O
CHEMBL491503,,OCCN1CCC(c2ccc3c(-c4ccncc4)c(-c4ccc(F)cc4)[nH]c3c2)CC1
CHEMBL523808,,CN1CCN(Cc2ccc3c(-c4ccncc4)c(-c4ccc(F)cc4)[nH]c3c2)CC1
CHEMBL489128,,CN1CCC(c2ccc3c(-c4ccncc4)c(-c4ccc(F)cc4)[nH]c3c2)CC1
CHEMBL3360641,,COc1cc(NC(=O)Cn2ncc3c2-c2ccccc2CC3)ccc1Cl
CHEMBL1699069,,CC(=O)Nc1cc2c(cc1[N+](=O)[O-])-c1ccccc1C2O
CHEMBL1594545,,CCOc1ccccc1NC(=O)CCCc1nc(O)c2ccccc2n1
CHEMBL1699398,,Cc1nc2c(o1)C(=O)c1ccccc1C2=Nc1ccccc1
CHEMBL1309972,,COc1cccc(C(=O)Nc2nnc(S(=O)(=O)N(C)Cc3ccccc3)s2)c1
CHEMBL3192179,,O=C(CCc1ccc(S(=O)(=O)N2CCOCC2)cc1)N/N=C/c1ccc(O)c(O)c1O
CHEMBL1451538,,C=CCN1C=C2C(=O)C(C)(OC(=O)CCC(=O)OC)C(=O)C(Br)=C2C=C1c1ccc(OC)cc1
CHEMBL1560740,,CC(C)(C)NC(=O)COc1ccc(CNc2ccc3[nH]c(O)nc3c2)cc1
CHEMBL1729008,,CCC(=O)OCOc1ccc(/C=C2/CCC(CN(C)C)C2=O)cc1.Cl
CHEMBL1287980,,CN(C)c1ccc(/C=c2\c3cc([N+](=O)[O-])ccc3n3c2cc(-c2ccccc2)[n+]3C)cc1.O=S(=O)([O-])C(F)(F)F
CHEMBL1329974,,O=C(O)CSc1cc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)c2ccccc2c1O
CHEMBL1504634,,CCOC(=O)C1CCCN(C(=O)Cn2sc3nc(C)cc(C)c3c2=O)C1
CHEMBL1334300,,COc1ccc(CN(C)S(=O)(=O)c2nnc(NC(=O)c3ccc(C)cc3)s2)cc1OC
CHEMBL1579122,,CC(=O)Nc1ccc(S(=O)(=O)[N-]C2=C([n+]3ccn(-c4ccccn4)c3)C(=O)c3ccccc3C2=O)cc1
CHEMBL1370221,,CCCNC(=O)Cn1sc2nc(C)cc(C)c2c1=O
CHEMBL90688,,N=C(S)N/N=C/c1cccc(C(F)(F)F)c1
CHEMBL5437573,,NC(=S)N/N=C(\CCN1CCCCC1)c1ccc(Cl)c(Cl)c1
CHEMBL4633246,,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC1CC1
CHEMBL4636244,,Cc1c(Cc2cnc(C(F)(F)F)nc2)c[nH]c1C(=O)NC1CC1
CHEMBL1391094,,Cc1ccc(NC(=O)c2cc(N3C(=O)C=CC3=O)ccc2N2CCOCC2)cc1
CHEMBL1370704,,Cc1cc(C)c2c(=O)n(CC(=O)Nc3ccc(Cl)cc3)sc2n1
CHEMBL1587245,,CCOC(=O)CSc1nnc(NC(=O)c2cccc([N+](=O)[O-])c2)s1
CHEMBL483994,,C/C(O)=C(\C#N)C(=O)Nc1ccc(-c2ccccc2)cc1Cl
CHEMBL484602,,C/C(O)=C(\C#N)C(=O)Nc1ccc(-c2cccc(Cl)c2)cc1C(F)(F)F
CHEMBL5207556,,CCC1(CC)CC(=O)N([C@@H]2CCOc3ccc(C(=O)N[C@H]4CCCOc5ccccc54)cc32)C(=N)N1
CHEMBL549612,,C[C@@H](Oc1cc[n+]([O-])c2ccccc12)c1cn(-c2ccc(Cl)cc2)nn1
CHEMBL555123,,C[C@@H](Oc1cccc2c1ccc[n+]2[O-])c1cn(-c2ccc(Cl)cc2)nn1
CHEMBL3439404,,COc1ccc(NC(=O)Cn2nc(C)c(C(C)=O)c2C)cc1
CHEMBL3499313,,Fc1ccc(N2CCC3(CC2)CC(OCc2cccnc2)CO3)cc1.O=C(O)C(F)(F)F
CHEMBL3443478,,COc1ccc(C2CC(=O)Nc3nc(N4CCOCC4)sc32)c(OC)c1
CHEMBL3443888,,Cc1cs/c(=N/C(=O)c2csc(NCC(C)C)n2)[nH]1
CHEMBL3468857,,CCC(C)CNc1ccc2oc(COC)nc2c1
CHEMBL3462229,,COCCn1cc(NC(=O)C(C)CCc2ccccc2F)ccc1=O
CHEMBL3437238,,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NC(C)C)C1
CHEMBL3499147,,CCc1ccc2c(C3CN(CC4CCC4)C3)ncn2c1.O=C(O)C(F)(F)F
CHEMBL3461749,,Cn1cc(NC(=O)NCc2ccoc2)ccc1=O
CHEMBL3461754,,Cn1cc(NC(=O)CCc2ccsc2)ccc1=O
CHEMBL3462711,,Cc1cc(=O)n(C)cc1NC(=O)Cc1cccc(Cl)c1
CHEMBL1555607,,COC(=O)c1cc(NC(=O)C2CC=CCC2C(=O)O)cc(C(=O)OC)c1
CHEMBL597885,,COc1ccc(Sc2oc3nc(N)nc(N)c3c2C)cc1
CHEMBL3468880,,CNC(=O)c1cnc(/C=C/c2ccc(OC)c(O)c2)s1
CHEMBL3468916,,COCc1nc2cc(NCc3ccc(C)o3)ccc2o1
CHEMBL3462274,,CCn1nc2c(cc1=O)CN(c1ncnc3ccsc13)CC2
CHEMBL3465147,,CC(C)c1ccc(C(=O)O)cc1S(=O)(=O)Nc1ccc(=O)n(C)c1
CHEMBL3453884,,CC(C)C1CCCN1C(=O)Nc1ccc(=O)n(C)c1
CHEMBL3495489,,CC(C)Cc1ccc(S(=O)(=O)Nc2ccc(=O)n(C)c2)cc1
CHEMBL3495490,,Cn1cc(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)ccc1=O
CHEMBL3491758,,Cc1nc(C)n(CC2CCCN2Cc2nc(C)c3ccccc3n2)n1
CHEMBL3494617,,Cc1nnc(NCc2ccccc2Cl)c(C#N)c1C
CHEMBL3493705,,Cc1nc(CN(C)CC2CCCN2c2cccnn2)nc2ccccc12
CHEMBL3447611,,COCCN1CCC(C)(c2cc(O)[nH]n2)CC1
CHEMBL3487240,,NC(=O)C1CCCN(Cc2c(-c3ccco3)[nH]c3ncccc23)C1
CHEMBL3495686,,Cc1cnn(CC2CN(c3cnc4ccccc4n3)CCO2)c1
CHEMBL3771018,,CC(C)(C)n1nc(-c2cnc3cc(Cl)ccc3c2)c(C(N)=O)c1N
CHEMBL3196880,,COc1ccc(/C=N/NC(=S)Nc2cccc(C(=O)O)c2)cc1
CHEMBL1319512,,O=C(CSc1nc[nH]n1)Nc1cccc2ccccc12
CHEMBL1576399,,Cc1occc1C(=O)Nc1sc2c(c1C(N)=O)CCCCC2
CHEMBL1439633,,Cc1cc(C)c(NC(=O)CN2C(=O)NC3(CCCCC3)C2=O)c(Cl)c1
CHEMBL1342138,,O=C(O)Cn1cc(/C=C2/NC(=O)N(c3ccc(Cl)cc3)C2=O)c2ccccc21
CHEMBL3196931,,Cc1cccc(N/N=C(\C#N)S(=O)(=O)C(C)(C)C)c1
CHEMBL1607746,,O=C(NC(=S)NNS(=O)(=O)c1ccccc1)c1cccnc1
CHEMBL1382785,,O=C(O)c1ccccc1NS(=O)(=O)c1ccc(NN=C(S)Nc2ccc(OC(F)F)cc2)c([N+](=O)[O-])c1
CHEMBL3496121,,Cn1nc2c(cc1=O)CN(Cc1nc(C(C)(C)C)no1)CC2
CHEMBL3496140,,Cc1cccc(-c2noc(CN3CCc4nn(C)c(=O)cc4C3)n2)c1
CHEMBL3489677,,CCOC1CCN(C(=O)Nc2ccc(=O)n(C)c2)CC1
CHEMBL3495039,,Cn1cc(NC(=O)N2CCC(NS(C)(=O)=O)CC2)ccc1=O
CHEMBL3449846,,CCCN(C(=O)c1cnc(C)cn1)c1nc2c(s1)CCc1c-2cnn1C
CHEMBL3494049,,CNS(=O)(=O)Cc1ccc(CNc2cncc(-n3cccn3)n2)cc1
CHEMBL568338,BUTYLBREVIFOLIN CARBOXYLATE,CCCCOC(=O)C1CC(=O)c2oc(=O)c3cc(O)c(O)c(O)c3c21
CHEMBL1673263,,COc1ccc(NC2CCN(CCc3ccccc3)CC2)cc1OC
CHEMBL3496349,,CCOc1cc(/C=C/c2ncc(C(=O)O)s2)ccc1O
CHEMBL4175215,,CCCC[C@H](NC(=O)C[C@H](CCCCN)NC(=O)[C@H](CCCC)NC(=O)C[C@H](CO)NC(=O)C[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)C[C@H](CO)NC(=O)C[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C[C@H](CCCCN)NC(=O)C[C@@H]1CCCN1C(C)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)[C@@H](C)CC)C(N)=O
CHEMBL4159278,,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(C)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(N)=O
CHEMBL4169471,,CC[C@H](C)[C@H](NC(=O)C[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)C[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)C[C@@H]1CCCN1C(C)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)C(=O)O
CHEMBL4177212,,CCCC[C@@H](CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)C[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)C[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(C)=O)[C@@H](C)CC)[C@@H](C)CC)C(C)C)[C@@H](C)CC
CHEMBL4167606,,CC(C)(CO)[C@@H](O)C(=O)N/C=C/C(=O)OCc1ccccc1
CHEMBL1490430,,O=C(O)C(=O)O.c1ccc(-c2ccc(OCCCNC3CCCC3)cc2)cc1
CHEMBL1390388,,O=C(Nc1ccc(OC(F)F)c(Cl)c1)c1ccccn1
CHEMBL3443504,,CC(C)Oc1ccccc1C1CC(=O)Nc2nc(N3CCOCC3)sc21
CHEMBL3439403,,CC(=O)c1c(C)nn(CC(=O)Nc2ccc(Br)cc2)c1C
CHEMBL3437800,,CCC1CN(CC(=O)NCCN2CCCCCC2)c2ccccc2S1
CHEMBL172353,,COc1cc(CCC2CCc3nc(N)nc(N)c32)cc(OC)c1OC
CHEMBL23021,,COc1ccc(OC)c(NCc2cnc3nc(N)nc(N)c3c2C)c1
CHEMBL23447,,CCc1cc(Cc2cnc(N)nc2N)cc(C)c1OC
CHEMBL152787,,CN1CCN(CCCNC(=O)CCCCCC2=C(CCCCCC(=O)NCCCN3CCN(C)CC3)C(=O)c3c(O)cccc3C2=O)CC1
CHEMBL333791,,Nc1nc(N)c2c(n1)CCC(CNc1c(Cl)cccc1Cl)C2
CHEMBL66305,,COc1cc(OC)cc(C(=O)N[C@@H]2C(Cn3cnc4c(NCc5cccc(C)c5)ncnc43)OC(CO)[C@@H]2O)c1
CHEMBL121433,,CN(CC1CCc2nc(N)nc(N)c2C1)c1ccc(Cl)c(Cl)c1
CHEMBL530978,,O=c1nc(C=Cc2ccc(Br)cc2)oc2ccccc12
CHEMBL4288103,,CN1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)s2)CC1
CHEMBL367811,,CC(C)(C)/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1
CHEMBL65272,,CC(=O)Oc1ccc(C(=O)N[C@@H]2[C@H](O)[C@@H](CO)O[C@H]2n2cnc3c(NCc4cccc5ccccc45)ncnc32)cc1
CHEMBL125598,,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC2C(=O)NO)cc1
CHEMBL4225259,,O=C(NO)C1CN(C(=O)c2ccccc2)CCN1S(=O)(=O)c1ccc(Br)cc1
